"Russell.Ticker","Russell.Company","Bloomberg.Name","BB.Unique.ID","Bloomberg.Ticker","RF.UI.ID"
"AVGO","AVAGO TECHNOLOGIES LTD","AVAGO TECHNOLOGIES LTD","EQ0000000003404950","AVGO","CFCTj"
"AVID","AVID TECHNOLOGY INC","AVID TECHNOLOGY INC","EQ0012614200001000","AVID","Cg-SO"
"AVII","AVI BIOPHARMA INC","AVI BIOPHARMA INC","EQ0021732400001000","AVII","D5pbl"
"AVNR","AVANIR PHARMACEUTICALS","AVANIR PHARMACEUTICALS INC-A","EQ0010502600002000","AVNR","DmzAe"
"AVNW","AVIAT NETWORKS INC","AVIAT NETWORKS INC","EQ0000000003218816","AVNW","L6G3h"
"AVP","AVON PRODUCTS INC","AVON PRODUCTS INC","EQ0010014300001000","AVP","me-X3"
"AVT","AVNET INC","AVNET INC","EQ0010014200001000","AVT","B_LP5"
"AVTR","AVATAR HOLDINGS INC","AVATAR HOLDINGS INC","EQ0010230500001000","AVHI","Ce_RL"
"AVX","AVX CORP","AVX CORP","EQ0017056100001000","AVX","I2UmoE"
"AVY","AVERY DENNISON CORP","AVERY DENNISON CORP","EQ0010014100001000","AVY","_Myfc"
"AWH","ALLIED WRLD ASSUR COM","ALLIED WORLD ASSURANCE CO","EQ0000000002390827","AWH","CaGSk"
"AWI","ARMSTRONG WORLD INDS IN","ARMSTRONG WORLD INDUSTRIES","EQ0703729000001000","AWI","B_Kka"
"AWK","AMERICAN WTR WKS CO INC","AMERICAN WATER WORKS CO INC","EQ0000000004959398","AWK","L6Jiy"
"AWR","AMERICAN STATES WATER C","AMERICAN STATES WATER CO","EQ0010713900001000","AWR","CNCMKh"
"AXAS","ABRAXAS PETE CORP","ABRAXAS PETROLEUM CORP","EQ0010231600001000","AXAS","Ce00L"
"AXE","ANIXTER INTERNATIONAL","ANIXTER INTERNATIONAL INC","EQ0010081700001000","AXE","C6qgM"
"AXL","AMERICAN AXLE & MFG","AMERICAN AXLE & MFG HOLDINGS","EQ0034817600001000","AXL","CNBa5"
"AXP","AMERICAN EXPRESS CO","AMERICAN EXPRESS CO","EQ0010006100001000","AXP","B_PTZ"
"AXS","AXIS CAPITAL HOLDINGS","AXIS CAPITAL HOLDINGS LTD","EQ0000000000520662","AXS","Cf6vX"
"AXTI","AXT INC","AXT INC","EQ0031370400001000","AXTI","B_NPl"
"AYI","ACUITY BRANDS INC","ACUITY BRANDS INC","EQ0175133900001000","AYI","CDj0Q"
"AYR","AIRCASTLE LTD","AIRCASTLE LTD","EQ0000000002576501","AYR","I46sIh"
"AZO","AUTOZONE INC","AUTOZONE INC","EQ0010013800001000","AZO","CDBPH"
"AZPN","ASPEN TECHNOLOGY INC","ASPEN TECHNOLOGY INC","EQ0015474700001000","AZPN","CxFF4"
"AZZ","AZZ INC","AZZ INC","EQ0010232500001000","AZZ","CNgUp"
"B","BARNES GROUP INC","BARNES GROUP INC","EQ0010017100001000","B","B_Niq"
"BA","BOEING CO","BOEING CO/THE","EQ0010021100001000","BA","B_Ggm"
"BABY","NATUS MEDICAL INC","NATUS MEDICAL INC","EQ0093846900001000","BABY","CHrMM"
"BAC","BANK OF AMERICA CORP","BANK OF AMERICA CORP","EQ0010103200001000","BAC","B_L_k"
"BAGL","EINSTEIN NOAH REST GROU","EINSTEIN NOAH RESTAURANT GRO","EQ0017920300001000","BAGL","C972G"
"BAH","BOOZ ALLEN HAMILTON HLD","BOOZ ALLEN HAMILTON HOLDINGS","EQ0000000010479451","BAH","ckwEg"
"BALT","BALTIC TRADING LIMITED","BALTIC TRADING LTD","EQ0000000009167918","BALT","I3zIsG"
"BANF","BANCFIRST CORP","BANCFIRST CORP","EQ0011713300001000","BANF","Fm-UO"
"BANRD","BANNER CORP","BANNER CORPORATION","EQ0017097300001000","BANR","383b1"
"BARI","BANCORP RHODE ISLAND IN","BANCORP RHODE ISLAND INC","EQ0018647000001000","","9dW3c"
"BAS","BASIC ENERGY SERVICES","BASIC ENERGY SERVICES INC","EQ0117905800001000","BAS","CCpRO"
"BAX","BAXTER INTERNATIONAL IN","BAXTER INTERNATIONAL INC","EQ0010017700001000","BAX","CAkPx"
"BBBB","BLACKBOARD INC",NA,NA,"","ED4Qf"
"BBBY","BED BATH & BEYOND INC","BED BATH & BEYOND INC","EQ0010235400001000","BBBY","3U_59"
"BBG","BILL BARRETT CORP","BILL BARRETT CORP","EQ0000000001075630","BBG","CBFoe"
"BBND","BIGBAND NETWORKS INC","BIGBAND NETWORKS INC","EQ0000000001157709","","B_KXs"
"BBNK","BRIDGE CAPITAL HOLDINGS","BRIDGE CAPITAL HOLDINGS","EQ0726630200001000","BBNK","Cits5"
"BBOX","BLACK BOX CORP","BLACK BOX CORP","EQ0011673500001000","BBOX","Ca-vo"
"BBRG","BRAVO BRIO RESTAURANT G","BRAVO BRIO RESTAURANT GROUP","EQ0000000010556561","BBRG","blgi"
"BBSI","BARRETT BUSINESS SERVIC","BARRETT BUSINESS SVCS INC","EQ0011897300001000","BBSI","CtNat"
"BBT","BB&T CORP","BB&T CORP","EQ0010137200001000","BBT","B_d-O"
"BBW","BUILD A BEAR WORKSHOP","BUILD-A-BEAR WORKSHOP INC","EQ0000000001268806","BBW","CMeOJ"
"BBY","BEST BUY INC","BEST BUY CO INC","EQ0010019700001000","BBY","B_Qam"
"BC","BRUNSWICK CORP","BRUNSWICK CORP","EQ0010024000001000","BC","I36a0c"
"BCO","BRINKS CO","BRINK\'S CO/THE","EQ0010118800001000","BCO","CLvOO"
"BCPC","BALCHEM CORP","BALCHEM CORP","EQ0010246900003000","BCPC","I2Y9cQ"
"BCR","BARD C R INC","CR BARD INC","EQ0010017000001000","BCR","CCd5W"
"BCRX","BIOCRYST PHARMACEUTICAL","BIOCRYST PHARMACEUTICALS INC","EQ0012973300001000","BCRX","CDe6o"
"BCSI","BLUE COAT SYSTEMS INC","BLUE COAT SYSTEMS INC","EQ0088352100001000","","CndGO"
"BDC","BELDEN INC","BELDEN INC","EQ0000000001224613","BDC","B_LSv"
"BDE","BLACK DIAMOND INC","BLACK DIAMOND INC","EQ0031356900001000","BDE","llR9L"
"BDGE","BRIDGE BANCORP INC","BRIDGE BANCORP INC","EQ0013677100001000","BDGE","E5W3w"
"BDN","BRANDYWINE REALTY TRUST","BRANDYWINE REALTY TRUST","EQ0010511500001000","BDN","CHEbI"
"BDX","BECTON DICKINSON & CO","BECTON DICKINSON AND CO","EQ0010018300001000","BDX","B_KD_"
"BEAT","CARDIONET INC","CARDIONET INC","EQ0000000003349925","BEAT","C1v4P"
"BEAV","BE AEROSPACE INC","BE AEROSPACE INC","EQ0010238100001000","BEAV","CDI5I"
"BEBE","BEBE STORES INC","BEBE STORES INC","EQ0031391700001000","BEBE","CEHR7"
"BEC","BECKMAN COULTER INC",NA,NA,"","B_OUW"
"BECN","BEACON ROOFING SUPPLY","BEACON ROOFING SUPPLY INC","EQ0000000001135044","BECN","ELI00"
"BEE","STRATEGIC HOTEL & RESOR","STRATEGIC HOTELS & RESORTS I","EQ0081494600001000","BEE","Cnxrl"
"BELFB","BEL FUSE INC","BEL FUSE INC-CL B","EQ0010238700002000","BELFB","CI-uQ"
"BEN","FRANKLIN RESOURCES INC","FRANKLIN RESOURCES INC","EQ0010060900001000","BEN","l0VPF"
"BEXP","BRIGHAM EXPLORATION","BRIGHAM EXPLORATION CO","EQ0021071400001000","","CDfle"
"BF.B","BROWN FORMAN CORP","BROWN-FORMAN CORP-CLASS B","EQ0010023700003000","BF/B","BmMl7c"
"BFIN","BANKFINANCIAL CORP","BANKFINANCIAL CORP","EQ0732273400001000","BFIN","Bc_uiW"
"BFS","SAUL CENTERS INC","SAUL CENTERS INC","EQ0011975200001000","BFS","CZ82X"
"BG","BUNGE LIMITED","BUNGE LTD","EQ0175155700001000","BG","CAmG5"
"BGC","GENERAL CABLE CORP","GENERAL CABLE CORP","EQ0022555800001000","BGC","mhd-N"
"BGCP","BGC PARTNERS INC","BGC PARTNERS INC-CL A","EQ0088347700001000","BGCP","CCmEd"
"BGFV","BIG 5 SPORTING GOODS","BIG 5 SPORTING GOODS CORP","EQ0741371800001000","BGFV","CFsh4"
"BGG","BRIGGS & STRATTON CO","BRIGGS & STRATTON","EQ0010022300001000","BGG","I5GBfG"
"BGMD","BG MEDICINE INC","BG MEDICINE INC","EQ0000000002731192","BGMD","dxixp"
"BGS","B & G FOODS INC","B&G FOODS INC","EQ0000000003519219","BGS","CcaiS"
"BH","BIGLARI HOLDINGS INC","BIGLARI HOLDINGS INC","EQ0010307000001000","BH","KwDhv"
"BHE","BENCHMARK ELECTRONICS","BENCHMARK ELECTRONICS INC","EQ0010241700001000","BHE","CANJB"
"BHI","BAKER HUGHES INC","BAKER HUGHES INC","EQ0010014700001000","BHI","CBPHv"
"BHLB","BERKSHIRE HILLS BANCORP","BERKSHIRE HILLS BANCORP INC","EQ0117876700001000","BHLB","CFofV"
"BID","SOTHEBYS","SOTHEBY'S","EQ0010136600002000","BID","CAIH5"
"BIG","BIG LOTS INC","BIG LOTS INC","EQ0010038600001000","BIG","CClcB"
"BIIB","BIOGEN IDEC INC","BIOGEN IDEC INC","EQ0010459700001000","BIIB","B_Mjk"
"BIO","BIO-RAD LABORATORIES IN","BIO-RAD LABORATORIES-A","EQ0010243500002000","BIO","CiFV6"
"BIOS","BIOSCRIP INC","BIOSCRIP INC","EQ0018671400001000","BIOS","ChxhG"
"BIRT","ACTUATE CORP","ACTUATE CORP","EQ0034822800001000","BIRT","CM_8T"
"BJ","BJS WHOLESALE CLUB INC",NA,NA,"","4Khfp"
"BJRI","BJS RESTAURANTS INC","BJ\'S RESTAURANTS INC","EQ0019612500001000","BJRI","CtWOx"
"BK","BANK OF NEW YORK MELLON","BANK OF NEW YORK MELLON CORP","EQ0010016400001000","BK","B_YNG"
"BKCC","BLACKROCK KELSO CAP COR","BLACKROCK KELSO CAPITAL CORP","EQ0000000002184347","BKCC","C04i4"
"BKD","BROOKDALE SENIOR LIVING","BROOKDALE SENIOR LIVING INC","EQ0000000001922600","BKD","B_3j0"
"BKE","BUCKLE INC","BUCKLE INC/THE","EQ0010245600001000","BKE","CEEK2"
"BKH","BLACK HILLS CORP","BLACK HILLS CORP","EQ0010020700001000","BKH","B_F9x"
"BKI","BUCKEYE TECHNOLOGIES IN","BUCKEYE TECHNOLOGIES INC","EQ0017134100001000","BKI","CdpBe"
"BKMU","BANK MUTUAL CORP","BANK MUTUAL CORP","EQ0141341700001000","BKMU","I2eLht"
"BKR","BAKER MICHAEL CORP","MICHAEL BAKER CORP","EQ0010246100001000","BKR","MUiKj"
"BKS","BARNES & NOBLE INC","BARNES & NOBLE INC","EQ0011571700001000","BKS","CAlfy"
"BKU","BANKUNITED INC","BANKUNITED INC","EQ0000000009214047","BKU","mdaCc"
"BKYF","BANK KY FINL CORP","BANK OF KENTUCKY FINL CORP","EQ0018625900001000","BKYF","hKgXO"
"BLC","BELO CORP","BELO CORPORATION-A","EQ0010018800002000","BLC","CCCjR"
"BLDR","BUILDERS FIRSTSOURCE IN","BUILDERS FIRSTSOURCE INC","EQ0095288800001000","BLDR","CBfaE"
"BLK","BLACKROCK INC","BLACKROCK INC","EQ0096324600001000","BLK","B_PRK"
"BLKB","BLACKBAUD INC","BLACKBAUD INC","EQ0000000000981496","BLKB","CUZz6"
"BLL","BALL CORP","BALL CORP","EQ0010014900001000","BLL","lzeOg"
"BLT","BLOUNT INTERNATIONAL IN","BLOUNT INTERNATIONAL INC","EQ0089824200001000","BLT","CDAWM"
"BLTI","BIOLASE TECHNOLOGY INC","BIOLASE TECHNOLOGY INC","EQ0010508800001000","BIOL","XjKYg"
"BLUD","IMMUCOR INC",NA,NA,"","C4Evx"
"BLX","BANCO LATINOAMERICANO","BANCO LATINOAMERICANO COME-E","EQ0010255800001000","BLX","zwp0"
"BMC","BMC SOFTWARE INC","BMC SOFTWARE INC","EQ0010170200001000","BMC","B_KcR"
"BMI","BADGER METER INC","BADGER METER INC","EQ0010249200001000","BMI","Fqa2l"
"BMR","BIOMED REALTY TRUST INC","BIOMED REALTY TRUST INC","EQ0000000001105679","BMR","EDYti"
"BMRC","BANK OF MARIN BANCORP","BANK OF MARIN BANCORP/CA","EQ0014300200001000","BMRC","B_10C"
"BMRN","BIOMARIN PHARMACEUTICAL","BIOMARIN PHARMACEUTICAL INC","EQ0036999800001000","BMRN","CWrN1"
"BMS","BEMIS INC","BEMIS COMPANY","EQ0010018900001000","BMS","B_Kvo"
"BMTC","BRYN MAWR BANK CORP","BRYN MAWR BANK CORP","EQ0010250200001000","BMTC","B_Y2M"
"BMTI","BIOMIMETIC THERAPEUTICS","BIOMIMETIC THERAPEUTICS INC","EQ0000000001750833","BMTI","CK7ml"
"BMY","BRISTOL MYERS SQUIBB","BRISTOL-MYERS SQUIBB CO","EQ0010022500001000","BMY","CAf8l"
"BNCL","BENEFICIAL MUTUAL INC","BENEFICIAL MUTUAL BANCORP IN","EQ0000000002904053","BNCL","B_15E"
"BNHNA","BENIHANA INC","BENIHANA INC","EQ0010251100001000","BNHN","I2Nt3H"
"BOBE","BOB EVANS FARMS INC","BOB EVANS FARMS","EQ0010170300001000","BOBE","CL1Nk"
"BODY","BODY CENTRAL CORP","BODY CENTRAL CORP","EQ0000000010578205","BODY","awGoA"
"BOFI","BOFI HLDG INC","BOFI HOLDING INC","EQ0000000001518473","BOFI","CaDtG"
"BOH","BANK OF HAWAII CORP","BANK OF HAWAII CORP","EQ0010015900001000","BOH","DOtYYt"
"BOKF","BOK FINANCIAL CORP","BOK FINANCIAL CORPORATION","EQ0010253000001000","BOKF","CKMzS"
"BONE","BACTERIN INTL HLDGS INC","BACTERIN INTERNATIONAL HOLDI","EQ0000000009536214","BONE","BCiSGN"
"BONT","BON-TON STORES INC","BON-TON STORES INC/THE","EQ0010253600001000","BONT","CXWF2"
"BOOM","DYNAMIC MATERIALS CORP","DYNAMIC MATERIALS CORP","EQ0010253900001000","BOOM","DWYjG"
"BOX","SEACUBE CONTAINER LEASI","SEACUBE CONTAINER LEASING LT","EQ0000000010028917","BOX","u4HXe"
"BPAX","BIOSANTE PHARMACEUTICAL","BIOSANTE PHARMACEUTICALS INC","EQ0010900300001002","BPAX","CaYR6"
"BPFH","BOSTON PRIVATE FINANCIA","BOSTON PRIVATE FINL HOLDING","EQ0013614400001000","BPFH","CAfzj"
"BPI","BRIDGEPOINT ED INC","BRIDGEPOINT EDUCATION INC","EQ0000000001655571","BPI","CGzJ8"
"BPOP","POPULAR INC","POPULAR INC","EQ0010255600001000","BPOP","BnxOTI"
"BPZ","BPZ RESOURCES INC","BPZ RESOURCES INC","EQ0019673400001000","BPZ","CwOLl"
"BR","BROADRIDGE FINANCIAL IN","BROADRIDGE FINANCIAL SOLUTIO","EQ0000000003364706","BR","CaYM3"
"BRC","BRADY CORP","BRADY CORPORATION - CL A","EQ0010256500001000","BRC","I2cS1c"
"BRCD","BROCADE COMMUNICATIONS","BROCADE COMMUNICATIONS SYS","EQ0035600800001000","BRCD","CAWDp"
"BRCM","BROADCOM CORP","BROADCOM CORP-CL A","EQ0031343200002000","BRCM","mFauZ"
"BRE","BRE PROPERTIES INC","BRE PROPERTIES INC","EQ0010022200002000","BRE","CfdeW"
"BRK.B","BERKSHIRE HATHAWAY INC","BERKSHIRE HATHAWAY INC-CL B","EQ0010019300003000","BRK/B","B_IJ3"
"BRKL","BROOKLINE BANCORP INC","BROOKLINE BANCORP INC","EQ0030568900001000","BRKL","DMa-H"
"BRKR","BRUKER CORP","BRUKER CORP","EQ0088392900001000","BRKR","Chv0B"
"BRKS","BROOKS AUTOMATION INC","BROOKS AUTOMATION INC","EQ0015973200001000","BRKS","Dactw"
"BRLI","BIO-REFERENCE LABS INC","BIO-REFERENCE LABS INC","EQ0010257900001000","BRLI","CNIrW"
"BRO","BROWN & BROWN INC","BROWN & BROWN INC","EQ0010620000001000","BRO","I2aUwt"
"BRS","BRISTOW GROUP INC","BRISTOW GROUP INC","EQ0010588100001000","BRS","CCp8_"
"BRY","BERRY PETROLEUM CO","BERRY PETROLEUM CO-CLASS A","EQ0010019600002000","BRY","I2NElu"
"BSFT","BROADSOFT INC","BROADSOFT INC","EQ0088175000001000","BSFT","DHi6y"
"BSRR","SIERRA BANCORP","SIERRA BANCORP","EQ0020207000001000","BSRR","CI9_l"
"BSTC","BIOSPECIFICS TECHNO COR","BIOSPECIFICS TECHNOLOGIES","EQ0010260200001000","BSTC","CFUxw"
"BSX","BOSTON SCIENTIFIC CO","BOSTON SCIENTIFIC CORP","EQ0010021800001000","BSX","BiL0sA"
"BTH","BLYTH INC","BLYTH INC","EQ0014811500001000","BTH","C2oHs"
"BTU","PEABODY ENERGY CORP","PEABODY ENERGY CORP","EQ0034299600001000","BTU","CBjBc"
"BTX","BIOTIME INC","BIOTIME INC","EQ0010261200001000","BTX","CaU-J"
"BUCY","BUCYRUS INTERNATIONAL",NA,NA,"","CBmKO"
"BUSE","FIRST BUSEY CORP","FIRST BUSEY CORP","EQ0018167100001000","BUSE","3e_qG"
"BWA","BORG WARNER INC","BORGWARNER INC","EQ0011969700001000","BWA","CB3CY"
"BWC","BABCOCK & WILCOX COMPAN","BABCOCK & WILCOX CO/THE","EQ0097099300001000","BWC","CxGRov"
"BWEN","BROADWIND ENERGY INC","BROADWIND ENERGY INC","EQ0000000001024871","BWEN","DTbKb"
"BWINB","BALDWIN & LYONS INC","BALDWIN & LYONS INC -CL B","EQ0010264600003000","BWINB","ZWA2t"
"BWLD","BUFFALO WILD WINGS INC","BUFFALO WILD WINGS INC","EQ0000000000743091","BWLD","CpIeZ"
"BWS","BROWN SHOE INC","BROWN SHOE COMPANY INC","EQ0010023600001000","BWS","CFShD"
"BXP","BOSTON PROPERTIES INC","BOSTON PROPERTIES INC","EQ0022527500001000","BXP","33RPo"
"BXS","BANCORPSOUTH INC","BANCORPSOUTH INC","EQ0010253400001000","BXS","Crsjb"
"BYD","BOYD GAMING CORP","BOYD GAMING CORP","EQ0011951700001000","BYD","CYK8i"
"BYI","BALLY TECHNOLOGIES INC","BALLY TECHNOLOGIES INC","EQ0010750200001000","BYI","C6eLw"
"BZ","BOISE INC","BOISE INC","EQ0000000003654921","BZ","Cg8T_"
"BZH","BEAZER HOMES USA INC","BEAZER HOMES USA INC","EQ0013606300001000","BZH","B_r-b"
"C","CITIGROUP INC","CITIGROUP INC","EQ0010121400001000","C","B_F3_"
"CA","CA INC","CA INC","EQ0010037400001000","CA","MUwyk"
"CAB","CABELAS INC","CABELA\'S INC","EQ0000000001031031","CAB","B_NwK"
"CAC","CAMDEN NATIONAL CORP","CAMDEN NATIONAL CORP","EQ0030261000001000","CAC","CB2Mw"
"CACB","CASCADE BANCORP","CASCADE BANCORP","EQ0012981000001000","CACB","CGfHb"
"CACC","CREDIT ACCEP CORP MICH","CREDIT ACCEPTANCE CORP","EQ0010266200001000","CACC","CjAPp"
"CACI","CACI INTERNATIONAL INC","CACI INTERNATIONAL INC -CL A","EQ0010266400002000","CACI","CCSs1"
"CADX","CADENCE PHARMACEUTICALS","CADENCE PHARMACEUTICALS INC","EQ0000000002417905","CADX","CuKEN"
"CAG","CONAGRA FOODS INC","CONAGRA FOODS INC","EQ0010037700001000","CAG","CDaP9"
"CAH","CARDINAL HEALTH INC","CARDINAL HEALTH INC","EQ0010278200001000","CAH","B_Krs"
"CAK","CAMAC ENERGY INC","CAMAC ENERGY INC","EQ0015979400001000","CAK","J6ZP8"
"CAKE","CHEESECAKE FACTORY INC","CHEESECAKE FACTORY INC/THE","EQ0010267400001000","CAKE","CuM5a"
"CALD","CALLIDUS SOFTWARE INC","CALLIDUS SOFTWARE INC","EQ0090913400001000","CALD","I2JYLL"
"CALM","CAL MAINE FOODS INC","CAL-MAINE FOODS INC","EQ0014325600001000","CALM","L6G8b"
"CALP","CALIPER LIFE SCIENCES",NA,NA,"","CZMc-"
"CALX","CALIX INC","CALIX INC","EQ0000000009347681","CALX","EH7r1"
"CAM","CAMERON INTL CORP","CAMERON INTERNATIONAL CORP","EQ0015915000001000","CAM","Ci83C"
"CAP","CAI INTERNATIONAL INC","CAI INTERNATIONAL INC","EQ0000000003251630","CAP","C4mVU"
"CAR","AVIS BUDGET GROUP INC","AVIS BUDGET GROUP INC","EQ0010041700001000","CAR","CiZZv"
"CAS","CASTLE A M & CO","CASTLE (A.M.) & CO","EQ0010269600001000","CAS","CLBiG"
"CASC","CASCADE CORP","CASCADE CORP","EQ0010269800001000","CASC","BnqfYe"
"CASS","CASS INFORMATION SYSTEM","CASS INFORMATION SYSTEMS INC","EQ0017152400001000","CASS","3-cz3"
"CASY","CASEYS GENERAL STORES","CASEY\'S GENERAL STORES INC","EQ0010270000001000","CASY","CUtEU"
"CAT","CATERPILLAR INC","CATERPILLAR INC","EQ0010028500001000","CAT","B_L0g"
"CATM","CARDTRONICS INC","CARDTRONICS INC","EQ0725889700001000","CATM","CV6He-"
"CATO","CATO CORP","CATO CORP-CLASS A","EQ0010266500002000","CATO","CKW2i"
"CATY","CATHAY GENERAL BANCORP","CATHAY GENERAL BANCORP","EQ0010270300001000","CATY","CNsSH"
"CAVM","CAVIUM INC","CAVIUM INC","EQ0000000001275563","CAVM","B_fCk"
"CB","CHUBB CORP","CHUBB CORP","EQ0010032300001000","CB","CAIR1"
"CBB","CINCINNATI BELL INC","CINCINNATI BELL INC","EQ0010033000001000","CBB","CBDeX"
"CBE","COOPER INDUSTRIES PLC","COOPER INDUSTRIES PLC","EQ0010039600001000","CBE","3k2UY"
"CBEY","CBEYOND INC","CBEYOND INC","EQ0000000001760017","CBEY","ChUaN"
"CBG","CB RICHARD ELLIS GROUP","CBRE GROUP INC - A","EQ0000000000974742","CBG","B_l11"
"CBI","CHICAGO BRIDGE & IRON","CHICAGO BRIDGE & IRON CO NV","EQ0020265500001000","CBI","CY9CC"
"CBK","CHRISTOPHER & BANKS COR","CHRISTOPHER & BANKS CORP","EQ0010239900001000","CBK","CBB7P"
"CBKN","CAPITAL BK CORP","CAPITAL BANK CORP","EQ0022589400001000","CBKN","CAzzF"
"CBL","CBL & ASSOC PPTYS INC","CBL & ASSOCIATES PROPERTIES","EQ0012629400001000","CBL","Ce4jX"
"CBLI","CLEVELAND BIOLABS INC","CLEVELAND BIOLABS INC","EQ0000000002342018","CBLI","I2VFCB"
"CBM","CAMBREX CORP","CAMBREX CORP","EQ0010272200001000","CBM","CdWv9"
"CBNJ","CAPE BANCORP INC","CAPE BANCORP INC","EQ0000000001427328","CBNJ","CrNLb"
"CBOE","CBOE HLDGS INC","CBOE HOLDINGS INC","EQ0000000009875726","CBOE","BCXT1q"
"CBOU","CARIBOU COFFEE CO INC","CARIBOU COFFEE CO INC","EQ0703976900001000","CBOU","CjvIy"
"CBR","CIBER INC","CIBER INC","EQ0012998500001000","CBR","Ec0ll"
"CBRL","CRACKER BARREL STORE","CRACKER BARREL OLD COUNTRY","EQ0010171700001000","CBRL","CtV7m"
"CBRX","COLUMBIA LABORATORIES","COLUMBIA LABORATORIES INC","EQ0010303400001000","CBRX","CLwrL"
"CBS","CBS CORPORATION","CBS CORP-CLASS B NON VOTING","EQ0010767400003000","CBS","B_NBR"
"CBSH","COMMERCE BANCSHARES INC","COMMERCE BANCSHARES INC","EQ0010273400001000","CBSH","CBFUR"
"CBST","CUBIST PHARMACEUTICALS","CUBIST PHARMACEUTICALS INC","EQ0019415000001000","CBST","CAAcE"
"CBT","CABOT CORP","CABOT CORP","EQ0010025200001000","CBT","36ONH"
"CBU","COMMUNITY BANK SYSTEMS","COMMUNITY BANK SYSTEM INC","EQ0010273500001000","CBU","CnxEu"
"CBZ","CBIZ INC","CBIZ INC","EQ0017009800001000","CBZ","C1bRY"
"CCBG","CAPITAL CITY BANK GROUP","CAPITAL CITY BANK GROUP INC","EQ0013677400001000","CCBG","DOlcU"
"CCC","CALGON CARBON CORP","CALGON CARBON CORP","EQ0010025800001000","CCC","CFvSs"
"CCE","COCA COLA ENTERPRISE","COCA-COLA ENTERPRISES","EQ0010035400001000","CCE","B_HhW"
"CCF","CHASE CORP","CHASE CORP","EQ0011903100001000","CCF","CZTYT"
"CCG","CAMPUS CREST CMNTYS INC","CAMPUS CREST COMMUNITIES INC","EQ0000000010287432","CCG","Z1nQv"
"CCI","CROWN CASTLE INTL CORP","CROWN CASTLE INTL CORP","EQ0030749300001000","CCI","CMqi_"
"CCIX","COLEMAN CABLE INC","COLEMAN CABLE INC","EQ0000000001481210","CCIX","CtvWZ"
"CCK","CROWN HOLDINGS INC","CROWN HOLDINGS INC","EQ0010041200001000","CCK","CZZMm"
"CCL","CARNIVAL CORP","CARNIVAL CORP","EQ0010027300002000","CCL","3tdCv"
"CCMP","CABOT MICROELECTRONICS","CABOT MICROELECTRONICS CORP","EQ0117650800001000","CCMP","JDfgT-"
"CCNE","CNB FINL CORP PA","CNB FINANCIAL CORP/PA","EQ0013639200001000","CCNE","axE0l"
"CCO","CLEAR CHANNEL OUTDOOR","CLEAR CHANNEL OUTDOOR-CL A","EQ0000000001922244","CCO","Cc35t"
"CCOI","COGENT COMMUNICATIONS","COGENT COMMUNICATIONS GROUP","EQ0140267100001000","CCOI","CCVyP"
"CCRN","CROSS COUNTRY HEALTHCAR","CROSS COUNTRY HEALTHCARE INC","EQ0175146000001000","CCRN","CLjzu"
"CDE","COEUR D ALENE MINES COR","COEUR D'ALENE MINES CORP","EQ0010035600001000","CDE","CCOCJy"
"CDI","CDI CORP","CDI CORP","EQ0010029000001000","CDI","B_Kjc"
"CDNS","CADENCE DESIGN SYSTEMS","CADENCE DESIGN SYS INC","EQ0010025400001000","CDNS","CAJE4"
"CDR","CEDAR SHOPPING CTRS INC",NA,NA,"","CIOcx"
"CDXS","CODEXIS INC","CODEXIS INC","EQ0000000003759943","CDXS","CVzQ3"
"CDZI","CADIZ INC","CADIZ INC","EQ0010293800001000","CDZI","I4A2UT"
"CE","CELANESE CORP","CELANESE CORP-SERIES A","EQ0000000001542303","CE","CZGyZ"
"CEC","CEC ENTMT INC","CEC ENTERTAINMENT INC","EQ0010680600001000","CEC","byNi9"
"CECO","CAREER EDUCATION CORP","CAREER EDUCATION CORP","EQ0030275300001000","CECO","I2LTMn"
"CEDC","CENTRAL EUROPEAN DISTRI","CENTRAL EURO DISTRIBUTION CP","EQ0034839800001000","CEDC","Cg0fF"
"CEG","CONSTELLATION ENERGY GR","CONSTELLATION ENERGY GROUP","EQ0010015200001000","","I6C2Vw"
"CELG","CELGENE CORP","CELGENE CORP","EQ0010280600001000","CELG","lzQZS"
"CELL","BRIGHTPOINT INC","BRIGHTPOINT INC","EQ0014305300001000","CELL","Cccq8"
"CENTA","CENTRAL GARDEN & PET CO","CENTRAL GARDEN & PET CO","EQ0010281700001000","CENT","Cezgq"
"CENX","CENTURY ALUMINUM CO","CENTURY ALUMINUM COMPANY","EQ0017115800001000","CENX","B_ZHL"
"CEPH","CEPHALON INC",NA,NA,"","B_Nyb"
"CERN","CERNER CORP","CERNER CORP","EQ0010282200001000","CERN","CfUw0"
"CERS","CERUS CORP","CERUS CORP","EQ0019452900001000","CERS","ChPZT"
"CETV","CENTRAL EUROPEAN MEDIA","CENTRAL EUROPEAN MEDIA ENT-A","EQ0014837300001000","CETV","CfPK_"
"CEVA","CEVA INC","CEVA INC","EQ0000000000149900","CEVA","CHK4y"
"CF","CF INDUSTRIES HOLDINGS","CF INDUSTRIES HOLDINGS INC","EQ0000000001758841","CF","2ZELl"
"CFFN","CAPITOL FEDERAL FINL IN","CAPITOL FEDERAL FINANCIAL IN","EQ0038622800001000","CFFN","MITb4"
"CFN","CAREFUSION CORP","CAREFUSION CORP","EQ0000000007029310","CFN","mOeYP"
